"entry_id","contest_id","contest_name","C","C","W","W","W","W","D","D","G","","Instructions"
"1863636897","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"1863637848","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"1863637853","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"1863637857","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","4) You can not use this form to create new entries"
"1863637858","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193",""
"1863637862","40144-231099466","$250 Tue NHL Deflection (Only $0.25 to Enter!)","40144-8741","40144-111493","40144-15269","40144-13982","40144-8797","40144-12253","40144-8651","40144-41394","40144-8193","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","","","","40144-70416:Markus Nutivaara","40144-70416","D","Markus","Markus Nutivaara","Nutivaara","6.933333502875434","9","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-9011:Andrej Sekera","40144-9011","D","Andrej","Andrej Sekera","Sekera","5.292307927058293","13","3500","COL@DAL","DAL","COL","O","Undisclosed","","",""
"","","","","","","","","","","","","","40144-70472:Drake Caggiula","40144-70472","W","Drake","Drake Caggiula","Caggiula","5.599999861283735","11","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-54110:Gustav Olofsson","40144-54110","D","Gustav","Gustav Olofsson","Olofsson","0","0","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-97120:Cale Fleury","40144-97120","D","Cale","Cale Fleury","Fleury","3.9111111958821616","9","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-66407:Philippe Myers","40144-66407","D","Philippe","Philippe Myers","Myers","3.200000047683716","2","3500","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-9066:Luca Sbisa","40144-9066","D","Luca","Luca Sbisa","Sbisa","2.6666666666666665","3","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-54126:Trevor van Riemsdyk","40144-54126","D","Trevor","Trevor van Riemsdyk","van Riemsdyk","4.533333460489909","6","3500","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-11119:Nate Prosser","40144-11119","D","Nate","Nate Prosser","Prosser","2.453333282470703","15","3500","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-103298:Jimmy Schuldt","40144-103298","D","Jimmy","Jimmy Schuldt","Schuldt","11.199999809265137","1","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-82828:Christian Wolanin","40144-82828","D","Christian","Christian Wolanin","Wolanin","7.356666564941406","30","3500","OTT@NYI","OTT","NYI","O","Shoulder","","",""
"","","","","","","","","","","","","","40144-15247:Victor Rask","40144-15247","C","Victor","Victor Rask","Rask","4.228571483067104","7","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-97176:Rasmus Sandin","40144-97176","D","Rasmus","Rasmus Sandin","Sandin","4.799999872843425","6","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-82851:Jordan Greenway","40144-82851","W","Jordan","Jordan Greenway","Greenway","5.775000254313151","12","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-70565:Jacob Larsson","40144-70565","D","Jacob","Jacob Larsson","Larsson","3.626666768391927","15","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-70582:Anton Lindholm","40144-70582","D","Anton","Anton Lindholm","Lindholm","0.800000011920929","2","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-97213:Ty Smith","40144-97213","D","Ty","Ty Smith","Smith","0","0","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-97214:Noah Dobson","40144-97214","D","Noah","Noah Dobson","Dobson","4.800000190734863","4","3500","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-15302:Nathan Beaulieu","40144-15302","D","Nathan","Nathan Beaulieu","Beaulieu","5.660416920979817","48","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-97230:Bode Wilde","40144-97230","D","Bode","Bode Wilde","Wilde","0","0","3500","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-15328:Brandon Davidson","40144-15328","D","Brandon","Brandon Davidson","Davidson","4.320000076293946","10","3500","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-82912:Troy Terry","40144-82912","W","Troy","Troy Terry","Terry","4.900000095367432","16","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-62443:Jaycob Megna","40144-62443","D","Jaycob","Jaycob Megna","Megna","4.714285714285714","28","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-11245:Brian Strait","40144-11245","D","Brian","Brian Strait","Strait","0","0","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-82927:Daniel Brickley","40144-82927","D","Daniel","Daniel Brickley","Brickley","4.400000095367432","4","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-15349:Joe Morrow","40144-15349","D","Joe","Joe Morrow","Morrow","4.468292608493712","41","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-11254:Ian Cole","40144-11254","D","Ian","Ian Cole","Cole","8.8","10","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-82953:Louie Belpedio","40144-82953","D","Louie","Louie Belpedio","Belpedio","3.200000047683716","2","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-15374:Scott Harrington","40144-15374","D","Scott","Scott Harrington","Harrington","7.199999809265137","4","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-66581:Brendan Guhle","40144-66581","D","Brendan","Brendan Guhle","Guhle","7.771428789411273","7","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-103445:Vladislav Gavrikov","40144-103445","D","Vladislav","Vladislav Gavrikov","Gavrikov","4.8000001173753","13","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-68630:Nick Seeler","40144-68630","D","Nick","Nick Seeler","Seeler","4.266666730244954","3","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-11295:Steven Kampfer","40144-11295","D","Steven","Steven Kampfer","Kampfer","4","2","3500","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-39972:Kurtis MacDermid","40144-39972","D","Kurtis","Kurtis MacDermid","MacDermid","6.742857251848493","7","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-66598:Jakub Zboril","40144-66598","D","Jakub","Jakub Zboril","Zboril","0.800000011920929","2","3500","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-68649:Rob O'Gara","40144-68649","D","Rob","Rob O'Gara","O'Gara","0","0","3500","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-15401:Kevan Miller","40144-15401","D","Kevan","Kevan Miller","Miller","5.98974374624399","39","3500","BOS@MON","BOS","MON","O","Kneecap","","",""
"","","","","","","","","","","","","","40144-82989:Dennis Gilbert","40144-82989","D","Dennis","Dennis Gilbert","Gilbert","2.6666666666666665","3","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-68655:Matt Grzelcyk","40144-68655","D","Matt","Matt Grzelcyk","Grzelcyk","4.607142857142857","14","3500","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-66608:Jeremy Lauzon","40144-66608","D","Jeremy","Jeremy Lauzon","Lauzon","3.3499999046325684","16","3500","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-66615:Kyle Capobianco","40144-66615","D","Kyle","Kyle Capobianco","Capobianco","4.666666666666667","6","3500","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-68663:Andy Welinski","40144-68663","D","Andy","Andy Welinski","Welinski","4.461538461538462","26","3500","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-68664:Andreas Englund","40144-68664","D","Andreas","Andreas Englund","Englund","2.133333365122477","3","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-13406:Brenden Dillon","40144-13406","D","Brenden","Brenden Dillon","Dillon","4.16000010172526","15","3500","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-66656:Mike Reilly","40144-66656","D","Mike","Mike Reilly","Reilly","6.133333206176758","6","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-103524:Nikita Gusev","40144-103524","W","Nikita","Nikita Gusev","Gusev","7.91111077202691","9","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-66682:Travis Dermott","40144-66682","D","Travis","Travis Dermott","Dermott","0.800000011920929","2","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-66689:Oliver Kylington","40144-66689","D","Oliver","Oliver Kylington","Kylington","3.1999998826246996","13","3500","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-66705:Ian McCoshen","40144-66705","D","Ian","Ian McCoshen","McCoshen","3.410526476408306","19","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-21650:Xavier Ouellet","40144-21650","D","Xavier","Xavier Ouellet","Ouellet","6.484210365696957","19","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-66710:Joel Hanley","40144-66710","D","Joel","Joel Hanley","Hanley","3.5200000762939454","5","3500","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-66712:Noah Juulsen","40144-66712","D","Noah","Noah Juulsen","Juulsen","6.742857433500744","21","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-21687:Greg Pateryn","40144-21687","D","Greg","Greg Pateryn","Pateryn","5.1099998474121096","80","3500","MIN@ANH","MIN","ANH","IR","Groin","","",""
"","","","","","","","","","","","","","40144-21688:Cameron Schilling","40144-21688","D","Cameron","Cameron Schilling","Schilling","4.800000190734863","4","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-66745:Josh Jacobs","40144-66745","D","Josh","Josh Jacobs","Jacobs","3.200000047683716","1","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-21690:Chris Wideman","40144-21690","D","Chris","Chris Wideman","Wideman","5.9720001220703125","25","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-54475:Christian Folin","40144-54475","D","Christian","Christian Folin","Folin","5.1200000762939455","5","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-54482:Stephen Johns","40144-54482","D","Stephen","Stephen Johns","Johns","0","0","3500","COL@DAL","DAL","COL","IR","Head","","",""
"","","","","","","","","","","","","","40144-21732:Anthony Bitetto","40144-21732","D","Anthony","Anthony Bitetto","Bitetto","4.8000001173753","13","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-21735:Matt Tennyson","40144-21735","D","Matt","Matt Tennyson","Tennyson","5.028571537562779","7","3500","NJ@WPG","NJ","WPG","","","","",""
"","","","","","","","","","","","","","40144-66798:Guillaume Brisebois","40144-66798","D","Guillaume","Guillaume Brisebois","Brisebois","2.4000000953674316","8","3500","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-70906:Alex Nylander","40144-70906","W","Alex","Alex Nylander","Nylander","9.375","12","3500","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-70913:Luke Kunin","40144-70913","W","Luke","Luke Kunin","Kunin","7.771428789411273","14","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-60674:Gustav Forsling","40144-60674","D","Gustav","Gustav Forsling","Forsling","5.488372093023256","43","3500","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-60686:Mattias Janmark","40144-60686","W","Mattias","Mattias Janmark","Janmark","5.699999809265137","16","3500","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-13629:Taylor Fedun","40144-13629","D","Taylor","Taylor Fedun","Fedun","6.523077157827524","13","3500","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-103753:Mikey Anderson","40144-103753","D","Mikey","Mikey Anderson","Anderson","0","0","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-62825:Jordan Schmaltz","40144-62825","D","Jordan","Jordan Schmaltz","Schmaltz","3.4400001525878907","20","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-62858:Dean Kukan","40144-62858","D","Dean","Dean Kukan","Kukan","4.533333460489909","6","3500","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-13743:Mark Borowiecki","40144-13743","D","Mark","Mark Borowiecki","Borowiecki","8.184615501990685","13","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-103936:Mario Ferraro","40144-103936","D","Mario","Mario Ferraro","Ferraro","3.3066665649414064","15","3500","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-58908:Nelson Nogier","40144-58908","D","Nelson","Nelson Nogier","Nogier","3.200000047683716","1","3500","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-58974:Julius Honka","40144-58974","D","Julius","Julius Honka","Honka","4.910344617120151","29","3500","COL@DAL","DAL","COL","O","Contract dispute","","",""
"","","","","","","","","","","","","","40144-104173:Teemu Kivihalme","40144-104173","D","Teemu","Teemu Kivihalme","Kivihalme","0","0","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-104175:Otto Leskinen","40144-104175","D","Otto","Otto Leskinen","Leskinen","0","0","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-59135:Justin Holl","40144-59135","D","Justin","Justin Holl","Holl","5.415384732759916","13","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-59140:Kevin Gravel","40144-59140","D","Kevin","Kevin Gravel","Gravel","2.6666666666666665","3","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-59144:Roland McKeown","40144-59144","D","Roland","Roland McKeown","McKeown","0","0","3500","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-12094:Kevin Connauton","40144-12094","D","Kevin","Kevin Connauton","Connauton","6.24","50","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-59220:Haydn Fleury","40144-59220","D","Haydn","Haydn Fleury","Fleury","6.480000305175781","10","3500","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-12120:Matt Bartkowski","40144-12120","D","Matt","Matt Bartkowski","Bartkowski","8.399999618530273","2","3500","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-12121:Cody Goloubef","40144-12121","D","Cody","Cody Goloubef","Goloubef","2.5600000381469727","5","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-42844:Connor Carrick","40144-42844","D","Connor","Connor Carrick","Carrick","6","4","3500","NJ@WPG","NJ","WPG","IR","Finger","","",""
"","","","","","","","","","","","","","40144-42855:Ben Harpur","40144-42855","D","Ben","Ben Harpur","Harpur","4.596078311695772","51","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-14184:Martin Marincin","40144-14184","D","Martin","Martin Marincin","Marincin","3.1999999455043246","7","3500","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-42863:Derrick Pouliot","40144-42863","D","Derrick","Derrick Pouliot","Pouliot","5.0790321596207155","62","3500","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-79822:Gavin Bayreuther","40144-79822","D","Gavin","Gavin Bayreuther","Bayreuther","6.284210606625206","19","3500","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-42962:Brett Kulak","40144-42962","D","Brett","Brett Kulak","Kulak","4.800000190734863","8","3500","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-8167:Ron Hainsey","40144-8167","D","Ron","Ron Hainsey","Hainsey","5.384615384615385","13","3500","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-12265:Mark Barberio","40144-12265","D","Mark","Mark Barberio","Barberio","5.199999809265137","4","3500","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-12266:Korbinian Holzer","40144-12266","D","Korbinian","Korbinian Holzer","Holzer","6.3076923076923075","13","3500","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-8178:Milan Lucic","40144-8178","W","Milan","Milan Lucic","Lucic","3.731250047683716","16","3500","ARI@CGY","CGY","ARI","O","Suspension","","",""
"","","","","","","","","","","","","","40144-43000:Samuel Morin","40144-43000","D","Samuel","Samuel Morin","Morin","0","1","3500","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-79865:Matt Roy","40144-79865","D","Matt","Matt Roy","Roy","6.4571429661342075","14","3500","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-79870:Jake Bischoff","40144-79870","D","Jake","Jake Bischoff","Bischoff","5.599999904632568","4","3500","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-43176:Ryan Hartman","40144-43176","W","Ryan","Ryan Hartman","Hartman","4.399999891008649","14","3400","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-8503:Blake Comeau","40144-8503","W","Blake","Blake Comeau","Comeau","1.600000023841858","2","3400","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-39234:Matt Nieto","40144-39234","W","Matt","Matt Nieto","Nieto","7.371428353445871","14","3400","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-39242:Tim Schaller","40144-39242","W","Tim","Tim Schaller","Schaller","7.114285605294364","14","3400","STL@VAN","VAN","STL","","","","",""
"","","","","","","","","","","","","","40144-74076:Warren Foegele","40144-74076","W","Warren","Warren Foegele","Foegele","5.428571428571429","14","3400","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-74112:Trevor Moore","40144-74112","W","Trevor","Trevor Moore","Moore","7.333333333333333","15","3400","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-11150:Marcus Foligno","40144-11150","W","Marcus","Marcus Foligno","Foligno","7.657142639160156","14","3400","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-11284:Cody Eakin","40144-11284","C","Cody","Cody Eakin","Eakin","4.654545523903587","11","3400","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-82973:Karson Kuhlman","40144-82973","W","Karson","Karson Kuhlman","Kuhlman","3.200000047683716","8","3400","BOS@MON","BOS","MON","IR","Leg","","",""
"","","","","","","","","","","","","","40144-40039:Michael Raffl","40144-40039","W","Michael","Michael Raffl","Raffl","7.9384613037109375","13","3400","CAR@PHI","PHI","CAR","","","","",""
"","","","","","","","","","","","","","40144-54867:Melker Karlsson","40144-54867","W","Melker","Melker Karlsson","Karlsson","3.8933334350585938","15","3400","CHI@SJ","SJ","CHI","O","Upper body","","",""
"","","","","","","","","","","","","","40144-13913:Tom Kuhnhackl","40144-13913","W","Tom","Tom Kuhnhackl","Kuhnhackl","3.4666665395100913","6","3400","OTT@NYI","NYI","OTT","IR","Lower body","","",""
"","","","","","","","","","","","","","40144-43024:Frederik Gauthier","40144-43024","C","Frederik","Frederik Gauthier","Gauthier","4.266666666666667","15","3300","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-8357:Andrew Cogliano","40144-8357","W","Andrew","Andrew Cogliano","Cogliano","3.0999999046325684","16","3300","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-8384:Michael Frolik","40144-8384","W","Michael","Michael Frolik","Frolik","3.5294117647058822","17","3300","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-8464:Colin Wilson","40144-8464","W","Colin","Colin Wilson","Wilson","6.0444446139865455","9","3300","COL@DAL","COL","DAL","O","Lower body","","",""
"","","","","","","","","","","","","","40144-74041:Zach Sanford","40144-74041","W","Zach","Zach Sanford","Sanford","5.040000152587891","10","3300","STL@VAN","STL","VAN","","","","",""
"","","","","","","","","","","","","","40144-39252:Brock McGinn","40144-39252","W","Brock","Brock McGinn","McGinn","5.4571429661342075","14","3300","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-62032:Vinnie Hinostroza","40144-62032","W","Vinnie","Vinnie Hinostroza","Hinostroza","3.6571429116385326","14","3300","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-9033:Casey Cizikas","40144-9033","C","Casey","Casey Cizikas","Cizikas","4.400000095367432","8","3300","OTT@NYI","NYI","OTT","","","","",""
"","","","","","","","","","","","","","40144-82812:Ryan Donato","40144-82812","W","Ryan","Ryan Donato","Donato","3.3333333333333335","12","3300","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-11148:Paul Byron","40144-11148","W","Paul","Paul Byron","Byron","3.6571429116385326","14","3300","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-70552:Marcus Sorensen","40144-70552","W","Marcus","Marcus Sorensen","Sorensen","4.666666666666667","12","3300","CHI@SJ","SJ","CHI","","","","",""
"","","","","","","","","","","","","","40144-82909:Dylan Gambrell","40144-82909","W","Dylan","Dylan Gambrell","Gambrell","4.908333460489909","12","3300","CHI@SJ","SJ","CHI","O","Hand","","",""
"","","","","","","","","","","","","","40144-68648:Sean Kuraly","40144-68648","C","Sean","Sean Kuraly","Kuraly","5.028571537562779","14","3300","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-9305:Mathieu Perreault","40144-9305","W","Mathieu","Mathieu Perreault","Perreault","6.8600001017252605","15","3300","NJ@WPG","WPG","NJ","","","","",""
"","","","","","","","","","","","","","40144-70909:Logan Brown","40144-70909","C","Logan","Logan Brown","Brown","6.125","4","3300","OTT@NYI","OTT","NYI","O","Upper body","","",""
"","","","","","","","","","","","","","40144-13657:Derek Grant","40144-13657","C","Derek","Derek Grant","Grant","6.400000095367432","16","3300","MIN@ANH","ANH","MIN","","","","",""
"","","","","","","","","","","","","","40144-21895:Chris Wagner","40144-21895","W","Chris","Chris Wagner","Wagner","5.969230651855469","13","3300","BOS@MON","BOS","MON","","","","",""
"","","","","","","","","","","","","","40144-62920:Lucas Wallmark","40144-62920","C","Lucas","Lucas Wallmark","Wallmark","4.971428462437221","14","3300","CAR@PHI","CAR","PHI","","","","",""
"","","","","","","","","","","","","","40144-54822:Jason Dickinson","40144-54822","W","Jason","Jason Dickinson","Dickinson","2.933333396911621","12","3300","COL@DAL","DAL","COL","","","","",""
"","","","","","","","","","","","","","40144-58977:Sonny Milano","40144-58977","W","Sonny","Sonny Milano","Milano","7","12","3300","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-59261:Nick Paul","40144-59261","W","Nick","Nick Paul","Paul","9.462499618530273","8","3300","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-12438:Riley Nash","40144-12438","W","Riley","Riley Nash","Nash","5.571428571428571","14","3200","VGK@CBJ","CBJ","VGK","","","","",""
"","","","","","","","","","","","","","40144-14486:Garrett Wilson","40144-14486","W","Garrett","Garrett Wilson","Wilson","3.68","50","3200","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-43196:Alan Quine","40144-43196","W","Alan","Alan Quine","Quine","4.399999936421712","6","3200","ARI@CGY","CGY","ARI","","","","",""
"","","","","","","","","","","","","","40144-82123:Gerald Mayhew","40144-82123","W","Gerald","Gerald Mayhew","Mayhew","6.666666666666667","6","3200","MIN@ANH","MIN","ANH","","","","",""
"","","","","","","","","","","","","","40144-8397:Brad Richardson","40144-8397","C","Brad","Brad Richardson","Richardson","3.9111111958821616","9","3200","ARI@CGY","ARI","CGY","IR","Upper body","","",""
"","","","","","","","","","","","","","40144-73998:Vitaly Abramov","40144-73998","W","Vitaly","Vitaly Abramov","Abramov","8.399999618530273","2","3200","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-82190:Drake Batherson","40144-82190","W","Drake","Drake Batherson","Batherson","1.600000023841858","2","3200","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-12625:Jordan Weal","40144-12625","W","Jordan","Jordan Weal","Weal","7.409999847412109","10","3200","BOS@MON","MON","BOS","","","","",""
"","","","","","","","","","","","","","40144-8534:Jason Spezza","40144-8534","C","Jason","Jason Spezza","Spezza","7.377777947319879","9","3200","LA@TOR","TOR","LA","","","","",""
"","","","","","","","","","","","","","40144-84348:Par Lindholm","40144-84348","W","Par","Par Lindholm","Lindholm","4.228571483067104","7","3200","BOS@MON","BOS","MON","IR","Upper body","","",""
"","","","","","","","","","","","","","40144-12682:Brandon Pirri","40144-12682","W","Brandon","Brandon Pirri","Pirri","4.088888804117839","9","3200","VGK@CBJ","VGK","CBJ","","","","",""
"","","","","","","","","","","","","","40144-80391:Mario Kempe","40144-80391","W","Mario","Mario Kempe","Kempe","4.369230710543119","52","3200","LA@TOR","LA","TOR","","","","",""
"","","","","","","","","","","","","","40144-8746:Matt Calvert","40144-8746","W","Matt","Matt Calvert","Calvert","8.314285823277064","14","3200","COL@DAL","COL","DAL","","","","",""
"","","","","","","","","","","","","","40144-113269:Kirby Dach","40144-113269","C","Kirby","Kirby Dach","Dach","5.762499809265137","8","3200","CHI@SJ","CHI","SJ","","","","",""
"","","","","","","","","","","","","","40144-9006:Tyler Ennis","40144-9006","W","Tyler","Tyler Ennis","Ennis","8.13846177321214","13","3200","OTT@NYI","OTT","NYI","","","","",""
"","","","","","","","","","","","","","40144-62276:Austin Czarnik","40144-62276","W","Austin","Austin Czarnik","Czarnik","6.262499809265137","8","3200","ARI@CGY","CGY","ARI","IR","Lower body","","",""
"","","","","","","","","","","","","","40144-97108:Barrett Hayton","40144-97108","W","Barrett","Barrett Hayton","Hayton","7.428571428571429","7","3200","ARI@CGY","ARI","CGY","","","","",""
"","","","","","","","","","","","","","40144-103276:Blake Lizotte","40144-103276","C","Blake","Blake Lizotte","Lizotte","4.571428571428571","14","3200","LA@TOR","LA","TOR","","","","",""
